Target,TeamID1,TeamID2,Season,DayNum,min_MOR_1,min_SAG_1,min_WLK_1,max_MOR_1,max_SAG_1,max_WLK_1,mean_MOR_1,mean_SAG_1,mean_WLK_1,first_MOR_1,first_SAG_1,first_WLK_1,last_MOR_1,last_SAG_1,last_WLK_1,min_MOR_2,min_SAG_2,min_WLK_2,max_MOR_2,max_SAG_2,max_WLK_2,mean_MOR_2,mean_SAG_2,mean_WLK_2,first_MOR_2,first_SAG_2,first_WLK_2,last_MOR_2,last_SAG_2,last_WLK_2,Wins_1,Losses_1,Matches_1,Points_1,Avg_points_per_game_1,Wins_2,Losses_2,Matches_2,Points_2,Avg_points_per_game_2,together_matches_played,together_number_of_wins,together_winning_percentage,Seed_number_1,Seed_number_2,Avg_points_difference,Avg_points_ratio,Wins_difference,Wins_percentage_ratio,Seeds_difference,Seeds_ratio
0,1380,1385,1985,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10.0,28.0,2374.0,84.78571428571429,27,3.0,30.0,2284.0,76.13333333333334,,,,16,1,8.652380952380952,1.1136477358018513,0.6666666666666666,0.7142857142857143,15,16.0
1,1396,1439,1985,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,5.0,29.0,1903.0,65.62068965517241,19,8.0,27.0,2191.0,81.14814814814815,,,,8,9,-15.52745849297574,0.8086529533042698,1.263157894736842,1.176043557168784,-1,0.8888888888888888
0,1361,1424,1985,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,7.0,30.0,2423.0,80.76666666666667,27,3.0,30.0,2480.0,82.66666666666667,,,,13,4,-1.9000000000000057,0.977016129032258,0.8518518518518519,0.8518518518518519,9,3.25
1,1104,1112,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9.0,30.0,2055.0,68.5,18,9.0,27.0,1796.0,66.51851851851852,,,,7,10,1.981481481481481,1.0297884187082404,1.1666666666666667,1.05,-3,0.7
1,1130,1403,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,26.0,1947.0,74.88461538461539,22,7.0,29.0,2004.0,69.10344827586206,,,,11,6,5.781167108753323,1.0836596038691848,0.7272727272727273,0.8111888111888111,5,1.8333333333333333
1,1181,1337,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7.0,29.0,2298.0,79.24137931034483,20,7.0,27.0,2043.0,75.66666666666667,,,,3,14,3.5747126436781542,1.0472428983746012,1.1,1.0241379310344827,-11,0.21428571428571427
1,1208,1455,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8.0,27.0,2095.0,77.5925925925926,17,12.0,29.0,2236.0,77.10344827586206,,,,6,11,0.48914431673053116,1.0063440005300472,1.1176470588235294,1.2004357298474946,-5,0.5454545454545454
1,1210,1273,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,7.0,31.0,2198.0,70.90322580645162,20,8.0,28.0,2213.0,79.03571428571429,,,,2,15,-8.132488479262676,0.8971036252058947,1.2,1.0838709677419356,-13,0.13333333333333333
1,1228,1318,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,31.0,2115.0,68.2258064516129,20,8.0,28.0,2159.0,77.10714285714286,,,,3,14,-8.881336405529964,0.8848182402247157,1.15,1.038709677419355,-11,0.21428571428571427
1,1268,1275,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,11.0,33.0,2372.0,71.87878787878788,18,10.0,28.0,2040.0,72.85714285714286,,,,5,12,-0.9783549783549859,0.9865715983363041,1.2222222222222223,1.037037037037037,-7,0.4166666666666667
1,1272,1335,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3.0,29.0,2179.0,75.13793103448276,13,13.0,26.0,1777.0,68.34615384615384,,,,2,15,6.791777188328922,1.0993732171618187,2.0,1.793103448275862,-13,0.13333333333333333
0,1192,1276,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9.0,28.0,1901.0,67.89285714285714,25,3.0,28.0,2233.0,79.75,,,,16,1,-11.857142857142861,0.851321092700403,0.76,0.76,15,16.0
0,1261,1298,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9.0,28.0,2074.0,74.07142857142857,23,5.0,28.0,2190.0,78.21428571428571,,,,4,13,-4.142857142857139,0.9470319634703197,0.8260869565217391,0.8260869565217391,-9,0.3076923076923077
1,1301,1305,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9.0,29.0,2146.0,74.0,19,9.0,28.0,2185.0,78.03571428571429,,,,3,14,-4.035714285714292,0.9482837528604118,1.0526315789473684,1.0163339382940109,-11,0.21428571428571427
0,1177,1393,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.0,27.0,1935.0,71.66666666666667,21,8.0,29.0,2140.0,73.79310344827586,,,,10,7,-2.1264367816091863,0.9711838006230531,0.8571428571428571,0.9206349206349206,3,1.4285714285714286
0,1277,1412,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9.0,28.0,2027.0,72.39285714285714,22,8.0,30.0,1981.0,66.03333333333333,,,,10,7,6.359523809523807,1.0963077810629551,0.8636363636363636,0.9253246753246753,3,1.4285714285714286
0,1409,1431,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7.0,29.0,2327.0,80.24137931034483,20,9.0,29.0,2134.0,73.58620689655173,,,,6,11,6.655172413793096,1.0904404873477038,1.1,1.1,-5,0.5454545454545454
0,1267,1433,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12.0,31.0,2295.0,74.03225806451613,25,5.0,30.0,2173.0,72.43333333333334,,,,15,2,1.598924731182791,1.0220744325519944,0.76,0.7354838709677419,13,7.5
0,1173,1437,1985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9.0,28.0,1947.0,69.53571428571429,19,10.0,29.0,2073.0,71.48275862068965,,,,9,8,-1.9470443349753594,0.9727620425883814,1.0,1.0357142857142858,1,1.125
1,1120,1242,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11.0,29.0,2040.0,70.34482758620689,23,7.0,30.0,2281.0,76.03333333333333,,,,11,3,-5.688505747126442,0.9251840541807131,0.782608695652174,0.8095952023988006,8,3.6666666666666665
1,1207,1396,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2.0,27.0,2045.0,75.74074074074075,24,5.0,29.0,1903.0,65.62068965517241,,,,1,8,10.120051085568335,1.1542204316770792,1.0416666666666667,1.1188271604938271,-7,0.125
1,1246,1424,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12.0,28.0,1837.0,65.60714285714286,27,3.0,30.0,2480.0,82.66666666666667,,,,12,4,-17.05952380952381,0.7936347926267281,0.5925925925925926,0.6349206349206349,8,3.0
1,1256,1326,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2.0,28.0,2170.0,77.5,19,9.0,28.0,2178.0,77.78571428571429,,,,5,4,-0.2857142857142918,0.9963269054178144,1.368421052631579,1.368421052631579,1,1.25
1,1260,1374,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5.0,30.0,2575.0,85.83333333333333,22,8.0,30.0,2279.0,75.96666666666667,,,,4,5,9.86666666666666,1.1298815269855198,1.1363636363636365,1.1363636363636365,-1,0.8
1,1314,1323,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,31.0,2317.0,74.74193548387096,20,8.0,28.0,1956.0,69.85714285714286,,,,2,7,4.8847926267281,1.0699254568243286,1.15,1.038709677419355,-5,0.2857142857142857
0,1229,1328,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7.0,27.0,1933.0,71.5925925925926,25,5.0,30.0,2695.0,89.83333333333333,,,,9,1,-18.240740740740733,0.7969490826633685,0.8,0.8888888888888888,8,9.0
0,1116,1385,1985,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,12.0,33.0,2156.0,65.33333333333333,27,3.0,30.0,2284.0,76.13333333333334,,,,9,1,-10.800000000000011,0.8581436077057792,0.7777777777777778,0.7070707070707071,8,9.0
1,1104,1433,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9.0,30.0,2055.0,68.5,25,5.0,30.0,2173.0,72.43333333333334,,,,7,2,-3.933333333333337,0.9456971928209847,0.84,0.84,5,3.5
1,1130,1181,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,26.0,1947.0,74.88461538461539,22,7.0,29.0,2298.0,79.24137931034483,,,,11,3,-4.356763925729439,0.9450190801365737,0.7272727272727273,0.8111888111888111,8,3.6666666666666665
1,1210,1393,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,7.0,31.0,2198.0,70.90322580645162,21,8.0,29.0,2140.0,73.79310344827586,,,,2,7,-2.889877641824242,0.9608381067229426,1.1428571428571428,1.0691244239631337,-5,0.2857142857142857
0,1208,1228,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8.0,27.0,2095.0,77.5925925925926,23,8.0,31.0,2115.0,68.2258064516129,,,,6,3,9.366786140979698,1.1372909552578585,0.8260869565217391,0.9484702093397746,3,2.0
1,1268,1298,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,11.0,33.0,2372.0,71.87878787878788,23,5.0,28.0,2190.0,78.21428571428571,,,,5,13,-6.335497835497833,0.918998201189982,0.9565217391304348,0.8115942028985508,-8,0.38461538461538464
1,1272,1412,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3.0,29.0,2179.0,75.13793103448276,22,8.0,30.0,1981.0,66.03333333333333,,,,2,7,9.10459770114943,1.1378788142526415,1.1818181818181819,1.2225705329153604,-5,0.2857142857142857
1,1301,1431,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9.0,29.0,2146.0,74.0,20,9.0,29.0,2134.0,73.58620689655173,,,,3,11,0.41379310344827047,1.0056232427366447,1.0,1.0,-8,0.2727272727272727
0,1276,1437,1985,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3.0,28.0,2233.0,79.75,19,10.0,29.0,2073.0,71.48275862068965,,,,1,8,8.267241379310349,1.1156536420646406,1.3157894736842106,1.362781954887218,-7,0.125
1,1207,1260,1985,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2.0,27.0,2045.0,75.74074074074075,25,5.0,30.0,2575.0,85.83333333333333,,,,1,4,-10.092592592592581,0.8824163969795039,1.0,1.1111111111111112,-3,0.25
1,1210,1228,1985,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,7.0,31.0,2198.0,70.90322580645162,23,8.0,31.0,2115.0,68.2258064516129,,,,2,3,2.677419354838719,1.039243498817967,1.0434782608695652,1.0434782608695652,-1,0.6666666666666666
0,1130,1272,1985,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,26.0,1947.0,74.88461538461539,26,3.0,29.0,2179.0,75.13793103448276,,,,11,2,-0.25331564986737476,0.9966286581706499,0.6153846153846154,0.6863905325443787,9,5.5
0,1256,1328,1985,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2.0,28.0,2170.0,77.5,25,5.0,30.0,2695.0,89.83333333333333,1.0,0.0,0.0,5,1,-12.333333333333329,0.862708719851577,1.04,1.1142857142857143,4,5.0
0,1104,1301,1985,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9.0,30.0,2055.0,68.5,20,9.0,29.0,2146.0,74.0,,,,7,3,-5.5,0.9256756756756757,1.05,1.015,4,2.3333333333333335
0,1120,1314,1985,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11.0,29.0,2040.0,70.34482758620689,23,8.0,31.0,2317.0,74.74193548387096,,,,11,2,-4.397107897664071,0.9411694670575804,0.782608695652174,0.8365817091454273,9,5.5
0,1246,1385,1985,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12.0,28.0,1837.0,65.60714285714286,27,3.0,30.0,2284.0,76.13333333333334,,,,12,1,-10.526190476190479,0.8617400550412809,0.5925925925925926,0.6349206349206349,11,12.0
0,1268,1437,1985,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,11.0,33.0,2372.0,71.87878787878788,19,10.0,29.0,2073.0,71.48275862068965,1.0,1.0,1.0,5,8,0.3960292580982241,1.005540206697949,1.1578947368421053,1.0175438596491229,-3,0.625
1,1207,1210,1985,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2.0,27.0,2045.0,75.74074074074075,24,7.0,31.0,2198.0,70.90322580645162,,,,1,2,4.837514934289132,1.0682270077174536,1.0416666666666667,1.1959876543209877,-1,0.5
1,1272,1328,1985,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3.0,29.0,2179.0,75.13793103448276,25,5.0,30.0,2695.0,89.83333333333333,,,,2,1,-14.695402298850567,0.8364148167103833,1.04,1.0758620689655172,1,2.0
0,1301,1385,1985,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9.0,29.0,2146.0,74.0,27,3.0,30.0,2284.0,76.13333333333334,1.0,0.0,0.0,3,1,-2.13333333333334,0.9719789842381785,0.7407407407407407,0.7662835249042146,2,3.0
0,1314,1437,1985,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,31.0,2317.0,74.74193548387096,19,10.0,29.0,2073.0,71.48275862068965,,,,2,8,3.2591768631813096,1.0455938876180695,1.2105263157894737,1.132427843803056,-6,0.25
1,1207,1385,1985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2.0,27.0,2045.0,75.74074074074075,27,3.0,30.0,2284.0,76.13333333333334,3.0,2.0,0.6666666666666666,1,1,-0.3925925925925924,0.9948433547382759,0.9259259259259259,1.02880658436214,0,1.0
0,1272,1437,1985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3.0,29.0,2179.0,75.13793103448276,19,10.0,29.0,2073.0,71.48275862068965,,,,2,8,3.6551724137931103,1.051133622768934,1.368421052631579,1.368421052631579,-6,0.25
0,1207,1437,1985,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2.0,27.0,2045.0,75.74074074074075,19,10.0,29.0,2073.0,71.48275862068965,2.0,2.0,1.0,1,8,4.257982120051096,1.0595665612549356,1.3157894736842106,1.4132553606237817,-7,0.125
1,1133,1431,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2.0,32.0,2279.0,71.21875,27,5.0,32.0,2162.0,67.5625,,,,7,10,3.65625,1.0541165587419057,1.1111111111111112,1.1111111111111112,-3,0.7
1,1177,1438,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12.0,28.0,1940.0,69.28571428571429,19,10.0,29.0,2043.0,70.44827586206897,,,,12,5,-1.1625615763546762,0.9834976575064681,0.8421052631578947,0.8721804511278195,7,2.4
1,1181,1290,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2.0,34.0,2732.0,80.3529411764706,18,8.0,26.0,1888.0,72.61538461538461,,,,1,16,7.737556561085981,1.106555333998006,1.7777777777777777,1.3594771241830066,-15,0.0625
1,1207,1403,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7.0,27.0,2087.0,77.29629629629629,16,13.0,29.0,1799.0,62.03448275862069,,,,4,13,15.2618135376756,1.2460214522471331,1.25,1.3425925925925926,-9,0.3076923076923077
1,1210,1265,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,6.0,30.0,2236.0,74.53333333333333,17,11.0,28.0,1874.0,66.92857142857143,,,,2,15,7.604761904761901,1.1136250444681608,1.411764705882353,1.3176470588235294,-13,0.13333333333333333
1,1242,1299,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3.0,33.0,2676.0,81.0909090909091,18,7.0,25.0,1584.0,63.36,,,,1,16,17.730909090909094,1.2798438934802572,1.6666666666666667,1.2626262626262625,-15,0.0625
0,1180,1257,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,26.0,1950.0,75.0,26,7.0,33.0,2580.0,78.18181818181819,,,,15,2,-3.181818181818187,0.9593023255813953,0.6153846153846154,0.7810650887573964,13,7.5
1,1261,1345,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11.0,29.0,2157.0,74.37931034482759,20,9.0,29.0,2203.0,75.96551724137932,,,,11,6,-1.5862068965517295,0.979119382660009,0.9,0.9,5,1.8333333333333333
0,1123,1272,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9.0,29.0,2126.0,73.3103448275862,26,5.0,31.0,2532.0,81.6774193548387,,,,14,3,-8.367074527252498,0.8975595140818217,0.7692307692307693,0.8222811671087533,11,4.666666666666667
1,1277,1449,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7.0,28.0,2338.0,83.5,19,11.0,30.0,2165.0,72.16666666666667,,,,5,12,11.333333333333329,1.1570438799076213,1.105263157894737,1.1842105263157894,-7,0.4166666666666667
1,1314,1428,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,5.0,31.0,2705.0,87.25806451612904,19,9.0,28.0,2017.0,72.03571428571429,,,,3,14,15.222350230414747,1.21131671118077,1.368421052631579,1.2359932088285228,-11,0.21428571428571427
0,1318,1328,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.0,29.0,2154.0,74.27586206896552,22,8.0,30.0,2601.0,86.7,,,,13,4,-12.42413793103448,0.8566996778427396,1.1363636363636365,1.1755485893416928,9,3.25
1,1330,1452,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7.0,27.0,1790.0,66.29629629629629,21,10.0,31.0,2168.0,69.93548387096774,,,,8,9,-3.6391875746714533,0.9479636463031296,0.9523809523809523,1.09347442680776,-1,0.8888888888888888
0,1239,1396,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9.0,28.0,1880.0,67.14285714285714,24,5.0,29.0,1992.0,68.6896551724138,,,,8,9,-1.5467980295566548,0.977481353987378,0.7916666666666666,0.8199404761904762,-1,0.8888888888888888
0,1281,1412,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12.0,31.0,2293.0,73.96774193548387,22,10.0,32.0,2174.0,67.9375,,,,11,6,6.030241935483872,1.0887616108258895,0.8636363636363636,0.8914956011730205,5,1.8333333333333333
1,1437,1439,1986,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13.0,34.0,2378.0,69.94117647058823,21,8.0,29.0,2308.0,79.58620689655173,,,,10,7,-9.645030425963498,0.8788102762768885,1.0,0.8529411764705882,3,1.4285714285714286
1,1104,1462,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,8.0,30.0,2257.0,75.23333333333333,23,4.0,27.0,2116.0,78.37037037037037,,,,5,12,-3.1370370370370324,0.9599716446124764,0.9565217391304348,0.8608695652173913,-7,0.4166666666666667
1,1114,1323,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9.0,30.0,2398.0,79.93333333333334,22,5.0,27.0,2125.0,78.70370370370371,,,,14,3,1.2296296296296276,1.0156235294117646,0.9545454545454546,0.8590909090909091,11,4.666666666666667
0,1112,1120,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,8.0,29.0,1972.0,68.0,17,10.0,27.0,1934.0,71.62962962962963,,,,9,8,-3.6296296296296333,0.9493278179937952,1.2352941176470589,1.1501014198782962,1,1.125
1,1156,1231,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3.0,27.0,2385.0,88.33333333333333,21,7.0,28.0,2134.0,76.21428571428571,,,,14,3,12.11904761904762,1.1590128084973446,1.1428571428571428,1.1851851851851851,11,4.666666666666667
0,1193,1228,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.0,29.0,1902.0,65.58620689655173,20,9.0,29.0,2123.0,73.20689655172414,,,,13,4,-7.620689655172413,0.8959020254357042,1.15,1.15,9,3.25
1,1235,1275,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.0,27.0,2025.0,75.0,22,6.0,28.0,2130.0,76.07142857142857,,,,7,10,-1.0714285714285694,0.9859154929577465,0.7727272727272727,0.8013468013468014,-3,0.7
0,1172,1246,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,26.0,1773.0,68.1923076923077,28,3.0,31.0,2308.0,74.45161290322581,,,,16,1,-6.259305210918114,0.9159278762831622,0.5714285714285714,0.6813186813186813,15,16.0
1,1268,1337,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13.0,29.0,2023.0,69.75862068965517,24,4.0,28.0,2191.0,78.25,,,,5,12,-8.491379310344826,0.8914839704748265,0.6666666666666666,0.6436781609195402,-7,0.4166666666666667
0,1103,1276,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7.0,25.0,1825.0,73.0,25,4.0,29.0,2238.0,77.17241379310344,,,,15,2,-4.172413793103445,0.9459338695263628,0.72,0.8352,13,7.5
1,1298,1409,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.0,29.0,2207.0,76.10344827586206,21,8.0,29.0,1883.0,64.93103448275862,,,,7,10,11.172413793103445,1.1720658523632501,1.1904761904761905,1.1904761904761905,-3,0.7
0,1234,1301,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11.0,27.0,1980.0,73.33333333333333,16,12.0,28.0,1966.0,70.21428571428571,,,,11,6,3.1190476190476204,1.0444218379111563,1.0,1.037037037037037,5,1.8333333333333333
0,1286,1385,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15.0,27.0,2110.0,78.14814814814815,30,4.0,34.0,2628.0,77.29411764705883,,,,16,1,0.8540305010893263,1.0110491008512317,0.4,0.5037037037037037,15,16.0
0,1350,1386,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.0,29.0,1926.0,66.41379310344827,25,5.0,30.0,2091.0,69.7,,,,11,6,-3.2862068965517324,0.9528521248701329,0.92,0.9517241379310345,5,1.8333333333333333
0,1135,1393,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10.0,24.0,1759.0,73.29166666666667,24,5.0,29.0,2398.0,82.6896551724138,,,,15,2,-9.397988505747122,0.8863462607728664,0.5833333333333334,0.7048611111111112,13,7.5
0,1419,1424,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9.0,28.0,2009.0,71.75,31,4.0,35.0,2780.0,79.42857142857143,,,,13,4,-7.678571428571431,0.9033273381294964,0.6129032258064516,0.7661290322580645,9,3.25
0,1304,1443,1986,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.0,27.0,1896.0,70.22222222222223,20,7.0,27.0,1835.0,67.96296296296296,,,,9,8,2.2592592592592666,1.0332425068119893,0.85,0.85,1,1.125
