Target,TeamID1,TeamID2,Season,DayNum,Wins_1,Losses_1,Matches_1,Points_1,Avg_points_per_game_1,Wins_2,Losses_2,Matches_2,Points_2,Avg_points_per_game_2,together_matches_played,together_number_of_wins,together_winning_percentage,Seed_number_1,Seed_number_2,Avg_points_difference,Avg_points_ratio,Wins_difference,Wins_percentage_ratio,Seeds_difference,Seeds_ratio
0,3283,3323,1998,137,24,5.0,29.0,2238.0,77.17241379310344,20,9.0,29.0,2159.0,74.44827586206897,,,,8,9,2.724137931034477,1.0365910143584993,1.2,1.2,-1,0.8888888888888888
1,3330,3384,1998,137,25,2.0,27.0,2131.0,78.92592592592592,20,7.0,27.0,1864.0,69.03703703703704,,,,1,16,9.888888888888886,1.1432403433476395,1.25,1.25,-15,0.0625
0,3212,3403,1998,137,15,6.0,21.0,1628.0,77.52380952380952,25,4.0,29.0,2226.0,76.75862068965517,,,,16,1,0.765188834154344,1.0099687673811661,0.6,0.8285714285714286,15,16.0
0,3276,3417,1998,137,18,9.0,27.0,2022.0,74.88888888888889,19,8.0,27.0,2177.0,80.62962962962963,,,,10,7,-5.740740740740748,0.9288011024345428,0.9473684210526315,0.9473684210526315,3,1.4285714285714286
0,3374,3438,1998,137,21,7.0,28.0,1959.0,69.96428571428571,18,9.0,27.0,1882.0,69.70370370370371,,,,11,6,0.2605820105819987,1.0037384241688172,1.1666666666666667,1.125,5,1.8333333333333333
0,3272,3464,1998,137,22,4.0,26.0,2107.0,81.03846153846153,25,,,,,,,,5,12,,,0.88,,-7,0.4166666666666667
1,3116,3218,1998,138,17,11.0,28.0,2086.0,74.5,24,3.0,27.0,2159.0,79.96296296296296,,,,9,8,-5.462962962962962,0.9316813339509032,0.7083333333333334,0.6830357142857143,1,1.125
1,3155,3274,1998,138,22,8.0,30.0,2171.0,72.36666666666666,19,8.0,27.0,2019.0,74.77777777777777,,,,6,11,-2.4111111111111114,0.9677563150074294,1.1578947368421053,1.0421052631578946,-5,0.5454545454545454
1,3161,3179,1998,138,21,5.0,26.0,2116.0,81.38461538461539,25,4.0,29.0,2330.0,80.34482758620689,,,,12,5,1.039787798408497,1.0129415648728954,0.84,0.936923076923077,7,2.4
1,3181,3292,1998,138,21,7.0,28.0,2120.0,75.71428571428571,15,11.0,26.0,1791.0,68.88461538461539,,,,2,15,6.829670329670321,1.0991465262822047,1.4,1.3,-13,0.13333333333333333
1,3196,3285,1998,138,21,8.0,29.0,2094.0,72.20689655172414,19,6.0,25.0,1777.0,71.08,,,,3,14,1.126896551724144,1.0158539188481168,1.105263157894737,0.9528130671506352,-11,0.21428571428571427
1,3217,3390,1998,138,20,5.0,25.0,1876.0,75.04,21,5.0,26.0,2247.0,86.42307692307692,,,,16,1,-11.383076923076914,0.8682866043613708,0.9523809523809523,0.9904761904761905,15,16.0
1,3228,3453,1998,138,16,9.0,25.0,1969.0,78.76,20,8.0,28.0,1805.0,64.46428571428571,,,,3,14,14.295714285714297,1.2217617728531858,0.8,0.896,-11,0.21428571428571427
1,3235,3245,1998,138,24,7.0,31.0,2211.0,71.3225806451613,22,6.0,28.0,2194.0,78.35714285714286,,,,4,13,-7.034562211981566,0.9102243655717941,1.0909090909090908,0.9853372434017595,-9,0.3076923076923077
0,3221,3256,1998,138,21,7.0,28.0,2195.0,78.39285714285714,26,3.0,29.0,2556.0,88.13793103448276,,,,14,3,-9.745073891625623,0.8894338251732617,0.8076923076923077,0.8365384615384616,11,4.666666666666667
1,3257,3428,1998,138,18,12.0,30.0,2168.0,72.26666666666667,21,5.0,26.0,1809.0,69.57692307692308,,,,10,7,2.6897435897435855,1.038658559056569,0.8571428571428571,0.7428571428571429,3,1.4285714285714286
1,3345,3449,1998,138,18,9.0,27.0,1954.0,72.37037037037037,18,9.0,27.0,1945.0,72.03703703703704,,,,4,13,0.3333333333333286,1.0046272493573265,1.0,1.0,-9,0.3076923076923077
0,3332,3353,1998,138,15,9.0,24.0,1706.0,71.08333333333333,20,9.0,29.0,1997.0,68.86206896551724,,,,12,5,2.22126436781609,1.0322567184109497,0.75,0.90625,7,2.4
1,3364,3435,1998,138,25,5.0,30.0,2501.0,83.36666666666666,19,8.0,27.0,1835.0,67.96296296296296,,,,11,6,15.403703703703698,1.2266485013623978,1.3157894736842106,1.1842105263157894,5,1.8333333333333333
0,3251,3397,1998,138,24,,,,,33,,,,,,,,16,1,,,0.7272727272727273,,15,16.0
1,3439,3458,1998,138,19,9.0,28.0,1950.0,69.64285714285714,21,8.0,29.0,2197.0,75.75862068965517,,,,11,6,-6.115763546798036,0.91927303465765,0.9047619047619048,0.9370748299319728,5,1.8333333333333333
0,3372,3443,1998,138,23,3.0,26.0,2179.0,83.8076923076923,25,8.0,33.0,2826.0,85.63636363636364,,,,9,8,-1.8286713286713336,0.9786460885186999,0.92,1.1676923076923076,1,1.125
1,3104,3417,1998,139,21,9.0,30.0,2297.0,76.56666666666666,19,8.0,27.0,2177.0,80.62962962962963,,,,2,7,-4.06296296296297,0.9496095544327054,1.105263157894737,0.9947368421052631,-5,0.2857142857142857
1,3112,3438,1998,139,21,6.0,27.0,2116.0,78.37037037037037,18,9.0,27.0,1882.0,69.70370370370371,,,,3,6,8.666666666666657,1.1243358129649308,1.1666666666666667,1.1666666666666667,-3,0.5
1,3163,3203,1998,139,30,2.0,32.0,2696.0,84.25,17,9.0,26.0,1818.0,69.92307692307692,,,,2,10,14.32692307692308,1.204895489548955,1.7647058823529411,1.4338235294117647,-8,0.2
0,3234,3242,1998,139,16,10.0,26.0,1765.0,67.88461538461539,22,7.0,29.0,1924.0,66.34482758620689,,,,4,5,1.539787798408497,1.0232088597473215,0.7272727272727273,0.8111888111888111,-1,0.8
1,3301,3464,1998,139,21,6.0,27.0,1933.0,71.5925925925926,25,,,,,,,,4,12,,,0.84,,-8,0.3333333333333333
0,3198,3314,1998,139,28,1.0,29.0,2337.0,80.58620689655173,24,6.0,30.0,2366.0,78.86666666666666,,,,7,2,1.7195402298850695,1.0218031305564463,1.1666666666666667,1.206896551724138,5,3.5
1,3323,3403,1998,139,20,9.0,29.0,2159.0,74.44827586206897,25,4.0,29.0,2226.0,76.75862068965517,,,,9,1,-2.3103448275862064,0.9699011680143755,0.8,0.8,8,9.0
0,3304,3330,1998,139,21,9.0,30.0,2334.0,77.8,25,2.0,27.0,2131.0,78.92592592592592,,,,9,1,-1.1259259259259267,0.9857343969967152,0.84,0.756,8,9.0
1,3116,3217,1998,140,17,11.0,28.0,2086.0,74.5,20,5.0,25.0,1876.0,75.04,,,,9,16,-0.5400000000000063,0.9928038379530916,0.85,0.7589285714285714,-7,0.5625
1,3181,3257,1998,140,21,7.0,28.0,2120.0,75.71428571428571,18,12.0,30.0,2168.0,72.26666666666667,,,,2,10,3.4476190476190425,1.0477069056404849,1.1666666666666667,1.25,-8,0.2
1,3196,3439,1998,140,21,8.0,29.0,2094.0,72.20689655172414,19,9.0,28.0,1950.0,69.64285714285714,,,,3,11,2.5640394088670035,1.0368169761273212,1.105263157894737,1.0671506352087115,-8,0.2727272727272727
1,3228,3364,1998,140,16,9.0,25.0,1969.0,78.76,25,5.0,30.0,2501.0,83.36666666666666,,,,3,11,-4.606666666666655,0.9447421031587366,0.64,0.768,-8,0.2727272727272727
0,3155,3256,1998,140,22,8.0,30.0,2171.0,72.36666666666666,26,3.0,29.0,2556.0,88.13793103448276,,,,6,3,-15.771264367816102,0.8210615545122586,0.8461538461538461,0.8179487179487179,3,2.0
0,3161,3345,1998,140,21,5.0,26.0,2116.0,81.38461538461539,18,9.0,27.0,1954.0,72.37037037037037,,,,12,4,9.01424501424502,1.1245571214864971,1.1666666666666667,1.2115384615384615,8,3.0
0,3235,3353,1998,140,24,7.0,31.0,2211.0,71.3225806451613,20,9.0,29.0,1997.0,68.86206896551724,,,,4,5,2.460511679644057,1.0357310158786568,1.2,1.1225806451612903,-1,0.8
1,3397,3443,1998,140,33,,,,,25,8.0,33.0,2826.0,85.63636363636364,,,,1,8,,,1.32,,-7,0.125
1,3116,3242,1998,145,17,11.0,28.0,2086.0,74.5,22,7.0,29.0,1924.0,66.34482758620689,,,,9,5,8.15517241379311,1.122920997920998,0.7727272727272727,0.8003246753246753,4,1.8
0,3112,3163,1998,145,21,6.0,27.0,2116.0,78.37037037037037,30,2.0,32.0,2696.0,84.25,,,,3,2,-5.879629629629633,0.9302121112210132,0.7,0.8296296296296296,1,1.5
1,3181,3196,1998,145,21,7.0,28.0,2120.0,75.71428571428571,21,8.0,29.0,2094.0,72.20689655172414,1.0,0.0,0.0,2,3,3.507389162561566,1.0485741574566787,1.0,1.0357142857142858,-1,0.6666666666666666
0,3104,3256,1998,145,21,9.0,30.0,2297.0,76.56666666666666,26,3.0,29.0,2556.0,88.13793103448276,,,,2,3,-11.571264367816099,0.8687141366718831,0.8076923076923077,0.7807692307692308,-1,0.6666666666666666
1,3301,3330,1998,145,21,6.0,27.0,1933.0,71.5925925925926,25,2.0,27.0,2131.0,78.92592592592592,,,,4,1,-7.333333333333329,0.9070858751759738,0.84,0.84,3,4.0
0,3228,3314,1998,145,16,9.0,25.0,1969.0,78.76,24,6.0,30.0,2366.0,78.86666666666666,,,,3,2,-0.10666666666665492,0.9986475063398141,0.6666666666666666,0.8,1,1.5
0,3323,3345,1998,145,20,9.0,29.0,2159.0,74.44827586206897,18,9.0,27.0,1954.0,72.37037037037037,1.0,1.0,1.0,9,4,2.0779054916986013,1.0287121024953236,1.1111111111111112,1.0344827586206897,5,2.25
0,3353,3397,1998,145,20,9.0,29.0,1997.0,68.86206896551724,33,,,,,,,,5,1,,,0.6060606060606061,,4,5.0
1,3116,3181,1998,147,17,11.0,28.0,2086.0,74.5,21,7.0,28.0,2120.0,75.71428571428571,,,,9,2,-1.2142857142857082,0.9839622641509435,0.8095238095238095,0.8095238095238095,7,4.5
1,3256,3345,1998,147,26,3.0,29.0,2556.0,88.13793103448276,18,9.0,27.0,1954.0,72.37037037037037,,,,3,4,15.767560664112395,1.2178731514488408,1.4444444444444444,1.3448275862068966,-1,0.75
0,3163,3301,1998,147,30,2.0,32.0,2696.0,84.25,21,6.0,27.0,1933.0,71.5925925925926,,,,2,4,12.657407407407405,1.1767977237454734,1.4285714285714286,1.2053571428571428,-2,0.5
0,3314,3397,1998,147,24,6.0,30.0,2366.0,78.86666666666666,33,,,,,,,,2,1,,,0.7272727272727273,,1,2.0
1,3256,3301,1998,151,26,3.0,29.0,2556.0,88.13793103448276,21,6.0,27.0,1933.0,71.5925925925926,,,,3,4,16.545338441890166,1.231104054801363,1.2380952380952381,1.1527093596059113,-1,0.75
0,3116,3397,1998,151,17,11.0,28.0,2086.0,74.5,33,,,,,1.0,0.0,0.0,9,1,,,0.5151515151515151,,8,9.0
0,3256,3397,1998,153,26,3.0,29.0,2556.0,88.13793103448276,33,,,,,1.0,0.0,0.0,3,1,,,0.7878787878787878,,2,3.0
1,3104,3212,1999,137,19,10.0,29.0,2267.0,78.17241379310344,24,4.0,28.0,2425.0,86.60714285714286,,,,5,12,-8.434729064039416,0.9026093138997511,0.7916666666666666,0.764367816091954,-7,0.4166666666666667
1,3112,3196,1999,137,17,10.0,27.0,2018.0,74.74074074074075,19,13.0,32.0,2457.0,76.78125,,,,6,11,-2.0405092592592524,0.9734243808317883,0.8947368421052632,1.060428849902534,-5,0.5454545454545454
1,3155,3197,1999,137,24,5.0,29.0,2141.0,73.82758620689656,18,11.0,29.0,1920.0,66.20689655172414,,,,2,15,7.620689655172413,1.1151041666666666,1.3333333333333333,1.3333333333333333,-13,0.13333333333333333
1,3161,3169,1999,137,31,2.0,33.0,2628.0,79.63636363636364,21,7.0,28.0,2048.0,73.14285714285714,,,,2,15,6.493506493506501,1.0887784090909092,1.4761904761904763,1.2525252525252526,-13,0.13333333333333333
1,3163,3384,1999,137,27,4.0,31.0,2859.0,92.2258064516129,18,11.0,29.0,1996.0,68.82758620689656,,,,1,16,23.39822024471634,1.3399541017518908,1.5,1.403225806451613,-15,0.0625
1,3228,3257,1999,137,18,11.0,29.0,2334.0,80.48275862068965,21,10.0,31.0,2279.0,73.51612903225806,,,,7,10,6.966629588431587,1.0947632809308376,0.8571428571428571,0.916256157635468,-3,0.7
1,3235,3365,1999,137,22,7.0,29.0,2168.0,74.75862068965517,22,6.0,28.0,2014.0,71.92857142857143,,,,4,13,2.8300492610837438,1.0393452727459507,1.0,0.9655172413793104,-9,0.3076923076923077
1,3256,3416,1999,137,26,2.0,28.0,2493.0,89.03571428571429,20,9.0,29.0,2082.0,71.79310344827586,,,,1,16,17.242610837438434,1.2401708522025527,1.3,1.3464285714285715,-15,0.0625
1,3263,3390,1999,137,23,6.0,29.0,2148.0,74.06896551724138,18,11.0,29.0,2094.0,72.20689655172414,,,,10,7,1.8620689655172384,1.0257879656160458,1.2777777777777777,1.2777777777777777,3,1.4285714285714286
1,3283,3364,1999,137,24,6.0,30.0,2327.0,77.56666666666666,26,3.0,29.0,2468.0,85.10344827586206,,,,7,10,-7.536781609195401,0.9114397622906537,0.9230769230769231,0.8923076923076924,-3,0.7
1,3314,3318,1999,137,26,7.0,33.0,2757.0,83.54545454545455,22,7.0,29.0,1914.0,66.0,,,,4,13,17.545454545454547,1.265840220385675,1.1818181818181819,1.0385674931129476,-9,0.3076923076923077
1,3330,3399,1999,137,26,3.0,29.0,2330.0,80.34482758620689,20,8.0,28.0,2093.0,74.75,,,,2,15,5.59482758620689,1.074847191788721,1.3,1.2551724137931035,-13,0.13333333333333333
0,3153,3332,1999,137,22,8.0,30.0,2056.0,68.53333333333333,24,5.0,29.0,2067.0,71.27586206896552,,,,12,5,-2.7425287356321917,0.9615223351072406,0.9166666666666666,0.8861111111111111,7,2.4
1,3336,3438,1999,137,21,7.0,28.0,2188.0,78.14285714285714,20,8.0,28.0,2133.0,76.17857142857143,,,,8,9,1.9642857142857082,1.0257852789498358,1.05,1.05,-1,0.8888888888888888
0,3171,3353,1999,137,18,8.0,26.0,1829.0,70.34615384615384,26,5.0,31.0,2162.0,69.74193548387096,,,,14,3,0.6042183622828787,1.0086636305415213,0.6923076923076923,0.8254437869822485,11,4.666666666666667
0,3198,3462,1999,137,23,6.0,29.0,2151.0,74.17241379310344,23,8.0,31.0,2326.0,75.03225806451613,,,,9,8,-0.8598442714126833,0.9885403386011208,1.0,1.0689655172413792,1,1.125
1,3120,3400,1999,138,19,8.0,27.0,1960.0,72.5925925925926,16,11.0,27.0,1926.0,71.33333333333333,,,,5,12,1.2592592592592666,1.0176531671858775,1.1875,1.1875,-7,0.4166666666666667
1,3130,3326,1999,138,21,7.0,28.0,1966.0,70.21428571428571,17,11.0,28.0,1916.0,68.42857142857143,,,,8,9,1.7857142857142776,1.0260960334029225,1.2352941176470589,1.2352941176470589,-1,0.8888888888888888
1,3181,3221,1999,138,24,6.0,30.0,2444.0,81.46666666666667,21,7.0,28.0,2085.0,74.46428571428571,,,,3,14,7.00238095238096,1.0940367705835332,1.1428571428571428,1.0666666666666667,-11,0.21428571428571427
1,3208,3251,1999,138,23,6.0,29.0,2420.0,83.44827586206897,21,7.0,28.0,1909.0,68.17857142857143,,,,3,14,15.269704433497537,1.223966330087968,1.0952380952380953,1.0574712643678161,-11,0.21428571428571427
1,3242,3266,1999,138,22,9.0,31.0,1987.0,64.09677419354838,21,7.0,28.0,2001.0,71.46428571428571,,,,9,8,-7.367511520737324,0.896906385516919,1.0476190476190477,0.946236559139785,1,1.125
1,3246,3304,1999,138,20,10.0,30.0,2205.0,73.5,21,11.0,32.0,2329.0,72.78125,,,,6,11,0.71875,1.0098754830399312,0.9523809523809523,1.0158730158730158,-5,0.5454545454545454
0,3191,3261,1999,138,19,10.0,29.0,2027.0,69.89655172413794,20,7.0,27.0,2027.0,75.07407407407408,,,,13,4,-5.17752234993614,0.9310344827586208,0.95,0.8844827586206897,9,3.25
0,3280,3301,1999,138,17,10.0,27.0,1912.0,70.81481481481481,16,11.0,27.0,2000.0,74.07407407407408,,,,7,10,-3.2592592592592666,0.9559999999999998,1.0625,1.0625,-3,0.7
1,3323,3388,1999,138,25,4.0,29.0,2387.0,82.3103448275862,26,6.0,32.0,2219.0,69.34375,,,,5,12,12.966594827586206,1.186990101163929,0.9615384615384616,1.0610079575596818,-7,0.4166666666666667
0,3331,3345,1999,138,15,12.0,27.0,1807.0,66.92592592592592,28,1.0,29.0,2257.0,77.82758620689656,,,,16,1,-10.901660280970631,0.8599254992697615,0.5357142857142857,0.5753968253968254,15,16.0
1,3374,3405,1999,138,19,10.0,29.0,2083.0,71.82758620689656,25,5.0,30.0,2411.0,80.36666666666666,,,,11,6,-8.539080459770105,0.893748480384445,0.76,0.7862068965517242,5,1.8333333333333333
1,3386,3408,1999,138,22,7.0,29.0,1908.0,65.79310344827586,24,5.0,29.0,2148.0,74.06896551724138,,,,11,6,-8.275862068965523,0.8882681564245809,0.9166666666666666,0.9166666666666666,5,1.8333333333333333
0,3111,3397,1999,138,13,14.0,27.0,1986.0,73.55555555555556,28,2.0,30.0,2619.0,87.3,,,,16,1,-13.74444444444444,0.8425607738322516,0.4642857142857143,0.5158730158730159,15,16.0
0,3372,3403,1999,138,17,11.0,28.0,2117.0,75.60714285714286,28,3.0,31.0,2313.0,74.61290322580645,,,,15,2,0.9942396313364128,1.0133253041813355,0.6071428571428571,0.6721938775510204,13,7.5
1,3417,3453,1999,138,23,7.0,30.0,2594.0,86.46666666666667,19,9.0,28.0,1998.0,71.35714285714286,,,,3,14,15.109523809523807,1.211745078411745,1.2105263157894737,1.1298245614035087,-11,0.21428571428571427
0,3389,3439,1999,138,25,5.0,30.0,2025.0,67.5,26,2.0,28.0,2038.0,72.78571428571429,,,,13,4,-5.285714285714292,0.9273797841020608,0.9615384615384616,0.8974358974358975,9,3.25
1,3155,3228,1999,139,24,5.0,29.0,2141.0,73.82758620689656,18,11.0,29.0,2334.0,80.48275862068965,,,,2,7,-6.655172413793096,0.9173093401885176,1.3333333333333333,1.3333333333333333,-5,0.2857142857142857
1,3161,3283,1999,139,31,2.0,33.0,2628.0,79.63636363636364,24,6.0,30.0,2327.0,77.56666666666666,,,,2,7,2.0696969696969774,1.0266828143923117,1.2916666666666667,1.1742424242424243,-5,0.2857142857142857
1,3163,3462,1999,139,27,4.0,31.0,2859.0,92.2258064516129,23,8.0,31.0,2326.0,75.03225806451613,,,,1,8,17.19354838709677,1.2291487532244196,1.173913043478261,1.173913043478261,-7,0.125
1,3235,3332,1999,139,22,7.0,29.0,2168.0,74.75862068965517,24,5.0,29.0,2067.0,71.27586206896552,,,,4,5,3.4827586206896513,1.0488630865989357,0.9166666666666666,0.9166666666666666,-1,0.8
1,3256,3336,1999,139,26,2.0,28.0,2493.0,89.03571428571429,21,7.0,28.0,2188.0,78.14285714285714,,,,1,8,10.892857142857153,1.1393967093235833,1.2380952380952381,1.2380952380952381,-7,0.125
0,3104,3314,1999,139,19,10.0,29.0,2267.0,78.17241379310344,26,7.0,33.0,2757.0,83.54545454545455,1.0,0.0,0.0,5,4,-5.373040752351102,0.9356872162395407,0.7307692307692307,0.8315649867374005,1,1.25
0,3263,3330,1999,139,23,6.0,29.0,2148.0,74.06896551724138,26,3.0,29.0,2330.0,80.34482758620689,,,,10,2,-6.275862068965509,0.9218884120171674,0.8846153846153846,0.8846153846153846,8,5.0
0,3112,3353,1999,139,17,10.0,27.0,2018.0,74.74074074074075,26,5.0,31.0,2162.0,69.74193548387096,,,,6,3,4.998805256869787,1.0716757460513244,0.6538461538461539,0.7507122507122507,3,2.0
1,3181,3386,1999,140,24,6.0,30.0,2444.0,81.46666666666667,22,7.0,29.0,1908.0,65.79310344827586,,,,3,11,15.673563218390811,1.2382250174703007,1.0909090909090908,1.0545454545454545,-8,0.2727272727272727
1,3208,3374,1999,140,23,6.0,29.0,2420.0,83.44827586206897,19,10.0,29.0,2083.0,71.82758620689656,,,,3,11,11.620689655172413,1.1617858857417187,1.2105263157894737,1.2105263157894737,-8,0.2727272727272727
1,3261,3323,1999,140,20,7.0,27.0,2027.0,75.07407407407408,25,4.0,29.0,2387.0,82.3103448275862,,,,4,5,-7.23627075351213,0.9120855249887508,0.8,0.8592592592592593,-1,0.8
0,3242,3345,1999,140,22,9.0,31.0,1987.0,64.09677419354838,28,1.0,29.0,2257.0,77.82758620689656,,,,9,1,-13.73081201334817,0.8235739705861334,0.7857142857142857,0.7350230414746544,8,9.0
0,3130,3397,1999,140,21,7.0,28.0,1966.0,70.21428571428571,28,2.0,30.0,2619.0,87.3,,,,8,1,-17.08571428571429,0.8042873506791032,0.75,0.8035714285714286,7,8.0
0,3301,3403,1999,140,16,11.0,27.0,2000.0,74.07407407407408,28,3.0,31.0,2313.0,74.61290322580645,,,,10,2,-0.5388291517323722,0.9927783382171623,0.5714285714285714,0.656084656084656,8,5.0
0,3246,3417,1999,140,20,10.0,30.0,2205.0,73.5,23,7.0,30.0,2594.0,86.46666666666667,1.0,0.0,0.0,6,3,-12.966666666666669,0.8500385505011565,0.8695652173913043,0.8695652173913043,3,2.0
0,3120,3439,1999,140,19,8.0,27.0,1960.0,72.5925925925926,26,2.0,28.0,2038.0,72.78571428571429,,,,5,4,-0.19312169312169658,0.9973467088285537,0.7307692307692307,0.7578347578347578,1,1.25
1,3181,3330,1999,145,24,6.0,30.0,2444.0,81.46666666666667,26,3.0,29.0,2330.0,80.34482758620689,,,,3,2,1.1218390804597789,1.0139628040057225,0.9230769230769231,0.8923076923076924,1,1.5
0,3155,3208,1999,145,24,5.0,29.0,2141.0,73.82758620689656,23,6.0,29.0,2420.0,83.44827586206897,,,,2,3,-9.620689655172413,0.8847107438016529,1.0434782608695652,1.0434782608695652,-1,0.6666666666666666
0,3163,3235,1999,145,27,4.0,31.0,2859.0,92.2258064516129,22,7.0,29.0,2168.0,74.75862068965517,,,,1,4,17.467185761957722,1.2336477800261871,1.2272727272727273,1.1480938416422288,-3,0.25
1,3256,3261,1999,145,26,2.0,28.0,2493.0,89.03571428571429,20,7.0,27.0,2027.0,75.07407407407408,,,,1,4,13.961640211640216,1.185971527239411,1.3,1.2535714285714286,-3,0.25
0,3314,3345,1999,145,26,7.0,33.0,2757.0,83.54545454545455,28,1.0,29.0,2257.0,77.82758620689656,,,,4,1,5.717868338557992,1.0734684013372537,0.9285714285714286,0.816017316017316,3,4.0
1,3353,3403,1999,145,26,5.0,31.0,2162.0,69.74193548387096,28,3.0,31.0,2313.0,74.61290322580645,,,,3,2,-4.8709677419354875,0.9347168179853004,0.9285714285714286,0.9285714285714286,1,1.5
1,3397,3439,1999,145,28,2.0,30.0,2619.0,87.3,26,2.0,28.0,2038.0,72.78571428571429,,,,1,4,14.514285714285705,1.1994111874386653,1.0769230769230769,1.005128205128205,-3,0.25
0,3161,3417,1999,145,31,2.0,33.0,2628.0,79.63636363636364,23,7.0,30.0,2594.0,86.46666666666667,,,,2,3,-6.830303030303028,0.9210065185392865,1.3478260869565217,1.225296442687747,-1,0.6666666666666666
1,3181,3397,1999,147,24,6.0,30.0,2444.0,81.46666666666667,28,2.0,30.0,2619.0,87.3,1.0,0.0,0.0,3,1,-5.833333333333329,0.9331806032836961,0.8571428571428571,0.8571428571428571,2,3.0
1,3208,3235,1999,147,23,6.0,29.0,2420.0,83.44827586206897,22,7.0,29.0,2168.0,74.75862068965517,,,,3,4,8.689655172413794,1.1162361623616237,1.0454545454545454,1.0454545454545454,-1,0.75
1,3256,3417,1999,147,26,2.0,28.0,2493.0,89.03571428571429,23,7.0,30.0,2594.0,86.46666666666667,,,,1,3,2.5690476190476232,1.0297114219627712,1.1304347826086956,1.2111801242236024,-2,0.3333333333333333
1,3345,3353,1999,147,28,1.0,29.0,2257.0,77.82758620689656,26,5.0,31.0,2162.0,69.74193548387096,,,,1,3,8.085650723025594,1.1159367124948165,1.0769230769230769,1.1511936339522546,-2,0.3333333333333333
1,3181,3208,1999,151,24,6.0,30.0,2444.0,81.46666666666667,23,6.0,29.0,2420.0,83.44827586206897,,,,3,3,-1.9816091954022994,0.9762534435261708,1.0434782608695652,1.008695652173913,0,1.0
0,3256,3345,1999,151,26,2.0,28.0,2493.0,89.03571428571429,28,1.0,29.0,2257.0,77.82758620689656,1.0,0.0,0.0,1,1,11.208128078817737,1.1440122792581808,0.9285714285714286,0.9617346938775511,0,1.0
0,3181,3345,1999,153,24,6.0,30.0,2444.0,81.46666666666667,28,1.0,29.0,2257.0,77.82758620689656,,,,3,1,3.6390804597701134,1.0467582336434795,0.8571428571428571,0.8285714285714286,2,3.0
1,3120,3283,2000,137,21,7.0,28.0,2067.0,73.82142857142857,23,9.0,32.0,2280.0,71.25,,,,7,10,2.5714285714285694,1.0360902255639097,0.9130434782608695,1.0434782608695652,-3,0.7
1,3130,3304,2000,137,25,8.0,33.0,2341.0,70.93939393939394,18,12.0,30.0,2257.0,75.23333333333333,,,,5,12,-4.293939393939397,0.942925041285697,1.3888888888888888,1.2626262626262625,-7,0.4166666666666667
1,3155,3179,2000,137,18,11.0,29.0,1835.0,63.275862068965516,24,6.0,30.0,2238.0,74.6,,,,9,8,-11.324137931034478,0.8482019044097254,0.75,0.7758620689655172,1,1.125
